iso3,country,region,income_group,growth24,lngdppc23,gcf23,highinc,infl23,unemp23,trade23,popgrow23,gdppc23,gdppc24
OMN,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,-2.837875925085598,9.789980862814964,26.661898119622,1,0.950782997762827,3.176,106.446731102604,6.52704988451128,17853.9644897801,17347.2911298513
PAK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,1.5373286476295878,7.384195168728769,13.9681470393061,0,30.7681280657005,5.237,28.4676925469837,1.54880458608849,1610.33122837537,1635.08731167091
PAN,Panama,Latin America & Caribbean ,High income,1.4549996520739406,9.73371617233685,37.492889933464,1,1.48641355277038,6.544,88.3489105169795,1.30902688797168,16877.1543425646,17122.7168795289
PER,Peru,Latin America & Caribbean ,Upper middle income,2.389207785518832,8.791057682517735,19.572988492574,0,6.45561348369586,4.899,50.9070307213493,1.09975320783678,6575.18295502228,6732.27773809578
PHL,Philippines,East Asia & Pacific,Upper middle income,4.845554660421114,8.228096155182355,23.4061516161597,0,5.97802515541409,2.2,67.4199693171606,0.810000998681961,3744.69763802686,3926.14900894495
PLW,Palau,East Asia & Pacific,High income,12.208525909674917,9.478135589026175,35.7028148801293,1,12.8199748216534,,106.757623549153,-0.180352864081089,13070.7944502154,14666.5457772703
POL,Poland,Europe & Central Asia,High income,3.3894742290121904,9.764822032158765,17.6684506133329,1,11.5289127961105,2.743,110.024935041815,-0.365658526875775,17410.3830137066,18000.5034591285
PRI,Puerto Rico (US),Latin America & Caribbean ,High income,3.218088367803107,10.309382751840023,14.2399370270239,1,,5.725,101.657550951677,-0.509158872556824,30012.9055109463,30978.7473320338
PRT,Portugal,Europe & Central Asia,High income,1.101074724143447,10.017582167929966,20.4972768619235,1,4.31128191898681,6.498,93.1358537072038,1.36912985956796,22417.1634060906,22663.993126225
PRY,Paraguay,Latin America & Caribbean ,Upper middle income,3.38506241850276,8.772189714210445,20.2689235256814,0,4.63202285403356,5.794,82.5777252296516,1.23021616038983,6452.28566840034,6670.6995656958
PSE,West Bank and Gaza,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,-24.656790049701726,8.00544278709866,25.0806274181518,0,5.87110177678988,,76.173457614931,2.39326476511584,2997.22694077849,2258.20698667764
PYF,French Polynesia,East Asia & Pacific,High income,0.879141456817023,9.936195615206648,22.6504245108896,1,,11.613,71.672203765227,0.263581727538977,20664.9770259225,20846.6514059991
ROU,Romania,Europe & Central Asia,High income,0.9650427090852842,9.420667506855567,26.2097285719548,1,10.3971874764996,5.589,83.3753324062231,0.0659152146414443,12340.8170509969,12459.9112061891
